,price,square,type,date,juridical,bedroom,length,width,url_page,livingroom,bathroom,pool,garden,project
1624,13900000000, 190 m,Cần bán căn hộ chung cư,4/5/2023,, 2 pn ,,,https://bds123.vn/ban-penthouse-ixora-ho-tram-strip-du-an-duy-nhat-co-penthouse-lh-0902012828-pr326136.html,, 3 wc ,,, Ixora Hồ Tràm 
1625,2100000000, 69 m,Cần bán căn hộ chung cư,2/6/2023,, 2 pn ,,,https://bds123.vn/can-thiet-ke-co-ban-cong-full-noi-that-cao-cap-re-nhat-2ty1-bao-full-that-100-pr664698.html,, 2 wc ,,, Saigon Gateway 
1626,4125000000, 75 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/nhan-booking-cho-ngay-mo-ban-15-11-2021-cho-pk-dep-nhat-du-an-vinhomes-phan-khu-beverly-kieu-my-pr399546.html,, 2 wc ,,, The Beverly - Vinhomes grand park 
1627,1300000000, 47 m,Cần bán căn hộ chung cư,29/05/2023,, 1 pn ,,,https://bds123.vn/re-nhat-thi-truong-can-1n1-day-du-noi-that-chi-123-ty-tai-ocean-park-0965-479-380-pr652363.html,, 1 wc ,,, Vinhomes Ocean Park 
1628,0, 79 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/can-ho-cao-cap-va-la-phan-khu-dep-nhat-vinhomes-grand-park-duoc-ho-tro-lai-len-den-7-nam-pr658414.html,, 2 wc ,,, Glory Heights 
1629,700000000, 79 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/can-ho-cao-cap-lien-ke-cong-vien-lon-nhat-dna-va-tttm-lon-nhat-mien-nam-tam-view-song-dong-nai-pr406498.html,, 2 wc ,,, The Beverly - Vinhomes grand park 
1630,4345000000, 79 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/thong-tin-ve-phan-khu-can-ho-dep-nhat-vinhomes-ho-tro-lai-suat-len-den-7-nam-glory-heights-pr658306.html,, 2 wc ,,, Glory Heights 
1631,1350000000, 63 m,Cần bán căn hộ chung cư,4/6/2023,, 2 pn ,,,https://bds123.vn/ban-chung-cu-cuong-thuan-2pn-full-noi-that-chi-1ty350-pr662640.html,, 2 wc ,,,Tin thường
1632,3450000000, 90 m,Cần bán căn hộ chung cư,25/05/2023,, 3 pn ,,,https://bds123.vn/sieu-pham-duy-nhat-chi-co-tai-jamila-kd-can-2pn-2wc-81m2-co-mot-it-noi-that-gia-275-ty-bao-thue-phi-da-co-so-0909321775-pr207516.html,, 2 wc ,,, Jamila Khang Điền 
1633,0, 53 m,Cần bán căn hộ chung cư,29/05/2023,, 1 pn ,,,https://bds123.vn/mo-ban-phan-khu-cao-cap-beverly-lien-ke-cong-vien-vi-tri-kim-cuong-tam-view-trieu-do-gia-binh-dan-pr399544.html,, 1 wc ,,, The Beverly - Vinhomes grand park 
1634,2500000000, 70 m,Cần bán căn hộ chung cư,1/6/2023,, 2 pn ,,,https://bds123.vn/gia-ngop-mua-dich-can-ban-can-2pn-2wc-c-c-moonlight-boulevard-chu-dau-tu-hung-thinh-gia-2520-ty-pr320520.html,, 2 wc ,,, Moonlight Boulevard 
1635,4200000000, 150 m,Cần bán căn hộ chung cư,8/5/2023,, 3 pn ,,,https://bds123.vn/giai-viet-854-150m2-3-pn-3-wc-so-hong-gia-ban-42-ty-pr646828.html,, 3 wc ,,, Chánh Hưng - Giai Việt 
1636,0, 70 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-cao-cap-astral-city-mat-tien-quoc-lo-13-pr660240.html,, 2 wc ,,, Astral City 
1637,1890000000, 42 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-tai-chung-cu-ct2c-nghia-do-42m2-chinh-chu-pr657946.html,,0 wc,,, Khu đô thị mới Nghĩa Đô 
1638,1780000000, 80 m,Cần bán căn hộ chung cư,5/6/2023,, 2 pn ,,,https://bds123.vn/ban-can-goc-chung-cu-a4-pquang-vinh-gan-metro-bien-hoa-chi-1ty780-pr663466.html,, 2 wc ,,,Tin thường
1639,4500000000, 88 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-gap-ch-6th-element-huong-nam-dep-nhat-tang-27-874m2-2-phong-ngu-toa-melody-pr660242.html,, 2 wc ,,, 6th Element 
1640,2250000000, 69 m,Cần bán căn hộ chung cư,30/05/2023,, 2 pn ,,,https://bds123.vn/duy-nhat-can-2-phong-ngu-du-an-grand-center-quy-nhon-gia-goc-chu-dau-tu-tang-cao-view-bien-pr596864.html,, 2 wc ,,, Grand Center Quy Nhơn 
1641,1750000000, 50 m,Cần bán căn hộ chung cư,24/05/2023,, 1 pn ,,,https://bds123.vn/chinh-chu-can-ban-can-ho-ehome-s-nam-sai-gon-pr658838.html,, 1 wc ,,, EhomeS Nam Sài Gòn 
1642,3350000000, 104 m,Cần bán căn hộ chung cư,2/6/2023,, 3 pn ,,,https://bds123.vn/chinh-chu-can-ban-can-ho-chung-cu-cao-cap-104m-3-phong-ngu-hong-ha-ecocity-pr643140.html,, 2 wc ,,,Tin thường
1643,1200000000, 47 m,Cần bán căn hộ chung cư,29/05/2023,, 1 pn ,,,https://bds123.vn/re-nhat-thi-truong-can-1n1-47m2-gia-chi-12-ty-tai-vin-ocean-park-lh-0969493294-pr644758.html,, 1 wc ,,, Sapphire 1 - Vinhomes Ocean Park 
1644,1750000000, 46 m,Cần bán căn hộ chung cư,27/05/2023,, 1 pn ,,,https://bds123.vn/office-new-100-moi-hoan-thien-gia-sieu-re-chi-1ty7-can-45m20909482961-pr661136.html,, 1 wc ,,, The Sun Avenue 
1645,0, 66 m,Cần bán căn hộ chung cư,17/05/2023,, 2 pn ,,,https://bds123.vn/ban-chung-cu-masteri-west-heights-2pn1-tang-19-tam-view-bien-ho-gia-chi-tu-42-ty-pr654282.html,, 2 wc ,,, Masteri West Heights 
1646,4499000000, 52 m,Cần bán căn hộ chung cư,27/05/2023,, 1 pn ,,,https://bds123.vn/ro-hang-ngop-tho-dao-kim-cuong-thang-5-tu-1pn2pn3pn4pn-5pnduplexpenhousesan-vuon-0945-822-716-pr648504.html,, 1 wc ,,, Đảo Kim Cương - Diamond Island 
1647,3900000000, 75 m,Cần bán căn hộ chung cư,1/6/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-the-sun-avenue-2pn-gia-uu-dai-39-ty-view-song-mat-view-rat-dep-nha-dang-trong-san-pr664098.html,, 2 wc ,,, The Sun Avenue 
1648,2350000000, 67 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/gia-chan-dong-safira-khang-dien-2pn-2wc-so-hong-day-du-235-ty-pr660949.html,, 2 wc ,,, Safira Khang Điền 
1649,0, 32 m,Cần bán căn hộ chung cư,3/5/2023,, 1 pn ,,,https://bds123.vn/voi-99-trieu-so-huu-ngay-can-ho-trung-tam-tp-thuan-an-pr643536.html,, 1 wc ,,, Legacy Central 
1650,0, 60 m,Cần bán căn hộ chung cư,18/05/2023,, 2 pn ,,,https://bds123.vn/can-ho-da-cat-noc-gia-re-binh-duong-tt15-so-huu-ngay-2pn-2wc-pr654863.html,, 2 wc ,,, Legacy Central 
1651,3580000000, 65 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-elysian-chinh-chu-gia-tot-chi-tu-50-trieu-5-ky-hdmb-nh-ho-tro-vay-70-lh-0988312386-pr658185.html,, 2 wc ,,, Elysian 
1652,2432000000, 76 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/can-ban-can-ho-2pn-vung-tau-paerl-hung-thinh-pr661079.html,, 2 wc ,,, Vũng Tàu Pearl 
1653,2400000000, 80 m,Cần bán căn hộ chung cư,29/05/2023,, 3 pn ,,,https://bds123.vn/cat-lo-200tr-can-3pn-2vs-dt-80m2-full-noi-that-tai-vin-ocean-park-gia-chi-24-ty-lh-0969-493-294-pr550797.html,, 2 wc ,,, Vinhomes Ocean Park 
1654,6500000000, 88 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/block-a-2-phong-ngu-view-ngoai-gia-63-ty-pr307603.html,, 2 wc ,,, Sadora Apartment 
1655,1050000000, 53 m,Cần bán căn hộ chung cư,1/6/2023,, 2 pn ,,,https://bds123.vn/ro-hang-nhung-can-chung-cu-cuong-thuan-son-an-re-nhat-hien-nay-pr664379.html,, 2 wc ,,, Sơn An 
1656,3150000000, 68 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/ban-gap-can-2n2vs-full-do-tang-trung-view-thoang-dep-gia-18-ty-tai-vin-ocean-park-lh-0969493294-pr574272.html,, 2 wc ,,, Vinhomes Ocean Park 
1657,1800000000, 68 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/cat-lo-300tr-ban-nhanh-can-ho-2pn-2vs-68m2-full-noi-that-cao-cap-gia-chi-19-ty-tai-vin-ocean-park-pr550785.html,, 2 wc ,,, Vinhomes Ocean Park 
1658,2340000000, 57.64 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/can-ho-2pn-gia-chi-23-ty-nh-cho-vay-0-lai-trong-18-thang-kh-chi-can-20-von-tu-cocon-lai-cdt-lo-pr633703.html,, 1 wc ,,, PiCity High Park 
1659,1530000000, 60 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/duy-nhat-1-can-2n1vs-60m2-gia-chi-158-ty-tai-vin-ocean-park-lh-0969493294-pr574279.html,, 1 wc ,,, Vinhomes Ocean Park 
1660,1250000000, 47 m,Cần bán căn hộ chung cư,29/05/2023,, 1 pn ,,,https://bds123.vn/can-tien-ban-gap-can-1n1-dien-tich-47m2-gia-giat-minh-chi-125ty-tai-vin-ocean-park-lh-0969493294-pr574265.html,, 1 wc ,,, Vinhomes Ocean Park 
1661,1900000000, 70 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/re-nhat-thi-truong-can-2n12vs-goc-full-do-gia-chi-19-ty-tai-vin-ocean-park-lh-0969493294-pr645019.html,, 2 wc ,,, Vinhomes Ocean Park 
1662,2550000000, 67 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-gap-can-ho-2-phong-ngu-moi-ban-giao-q7-saigon-riverside-duy-nhat-mot-can-pr587990.html,, 2 wc ,,, Q7 Saigon Riverside 
1663,1230000000, 32 m,Cần bán căn hộ chung cư,26/05/2023,, 1 pn ,,,https://bds123.vn/ban-gap-can-studio-imperia-smart-city-view-sieu-dep-nha-moi-tinh-pr660445.html,, 1 wc ,,, Vinhomes Smart City 
1664,1000000000, 38 m,Cần bán căn hộ chung cư,26/05/2023,, 1 pn ,,,https://bds123.vn/chi-78tr-so-huu-ngay-can-ho-thu-duc-avatar-pkd-0898113938-pr660331.html,, 1 wc ,,, Avatar Thủ Đức 
1665,0, 79 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-avatar-thu-duc-chiet-khau-51-mat-tien-vanh-dai-2-co-hoi-sinh-loi-cao-chi-tu-57-trieu-m2-2-pr660488.html,, 2 wc ,,, Avatar Thủ Đức 
1666,4200000000, 73 m,Cần bán căn hộ chung cư,22/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-avatar-thu-duc-chinh-chu-gia-tot-chiet-khau-hap-dan-chi-5-ky-hdmb-pr657159.html,, 2 wc ,,, Avatar Thủ Đức 
1667,8000000000, 124 m,Cần bán căn hộ chung cư,30/05/2023,, 4 pn ,,,https://bds123.vn/hot-ban-can-4pn-124m-can-goc-huong-dn-duy-nhat-tai-du-an-mipec-rubik-360-lh-0918893762-pr662953.html,, 3 wc ,,, Mipec Xuân Thủy 
1668,1690000000, 48 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-1-ngu-1-chung-cu-vinhomes-smart-city-view-ho-boi-sieu-dep-pr638159.html,, 1 wc ,,, Vinhomes Smart City 
1669,2600000000, 80.2 m,Cần bán căn hộ chung cư,16/05/2023,, 3 pn ,,,https://bds123.vn/ban-chung-cu-ecohome-3-can-goc-ngoai-giao-3pn-moi-100-nhinh-gia-26-ty-pr653175.html,, 2 wc ,,, Ecohome 3 
1670,1600000000, 53 m,Cần bán căn hộ chung cư,16/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-bcons-city-tieu-chuan-cao-cap-chi-voi-16-ty-dong-htls-0-pr653188.html,, 2 wc ,,, Bcons City 
1671,9500000000, 113 m,Cần bán căn hộ chung cư,26/05/2023,, 3 pn ,,,https://bds123.vn/ban-can-ho-sadora-sala-tai-kdt-sala-quan-2-gia-tot-view-thoang-chi-tu-84-trieu-m2-pr660515.html,, 2 wc ,,, Sadora Apartment 
1672,4050000000, 58 m,Cần bán căn hộ chung cư,30/05/2023,, 1 pn ,,,https://bds123.vn/gio-hang-sang-nhuong-feliz-en-vista-thang-5-2023-gia-sieu-tot-0945-822-716-mr-tuan-pr652127.html,, 1 wc ,,, Feliz En Vista 
1673,1750000000, 45 m,Cần bán căn hộ chung cư,27/05/2023,, 1 pn ,,,https://bds123.vn/duy-nhat-mot-can-office-gia-sieu-re-chi-1ty750-bao-full-thue-phi-pr660874.html,, 1 wc ,,, The Sun Avenue 
1674,2600000000, 59 m,Cần bán căn hộ chung cư,16/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-the-beverly-solari-tai-du-an-vinhomes-grand-park-can-2pn2wc-gia-26-ty-pr653196.html,, 2 wc ,,, The Beverly Solari 
1675,2670000000, 64 m,Cần bán căn hộ chung cư,26/05/2023,, 3 pn ,,,https://bds123.vn/cat-lo-can-ho-goc-2-ngu-1-2wc-cc-vinhomes-smart-city-tang-trung-view-ho-cong-vien-gia-267-ty-pr660519.html,, 2 wc ,,, Vinhomes Smart City 
1676,1130000000, 30 m,Cần bán căn hộ chung cư,22/05/2023,, 1 pn ,,,https://bds123.vn/ban-gap-can-studio-full-do-cc-vinhomes-smart-city-115-ty-bao-phi-pr649258.html,, 1 wc ,,, Vinhomes Smart City 
1677,0, 55 m,Cần bán căn hộ chung cư,31/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-vinhome-ocean-park-cap-nhat-quy-can-ho-moi-nhat-pr547366.html,, 1 wc ,,, Vinhomes Ocean Park 
1678,80000000000, 50 m,Cần bán căn hộ chung cư,31/05/2023,, 3 pn ,,,https://bds123.vn/can-ban-nha-mat-pho-le-hong-phong-ba-dinh-50m2-5-tang-16-ty-3-pr663714.html,, 4 wc ,,, BRG Grand Plaza 
1679,0, 80 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/glory-height-phan-khu-can-ho-dep-nhat-duoc-vinhomes-ho-tro-ngan-hang-len-den-7-nam-pr660857.html,, 2 wc ,,, Glory Heights 
1680,4600000000, 72 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-masteri-centre-point-tai-vinhomes-grand-park-tp-thu-duc-2-pn-dt-72m2-gia-46ty-pr661018.html,, 2 wc ,,, Masteri Centre Point 
1681,6500000000, 120 m,Cần bán căn hộ chung cư,31/05/2023,, 2 pn ,,,https://bds123.vn/thang-12can-tien-ban-gap-can-ho-thao-dien-pearl-2pn-1225m2-62-ty-lau-cao-view-landmark-pr408698.html,, 2 wc ,,, Thảo Điền Pearl 
1682,1380000000, 49 m,Cần bán căn hộ chung cư,30/05/2023,, 1 pn ,,,https://bds123.vn/ban-can-ho-tumys-homes-phu-my-nhan-booking-gia-tot-chi-tu-50-trieu-can-gia-138-ty-cho-2pn-pr662574.html,, 1 wc ,,, Tumys Homes Phú Mỹ 
1683,8500000000, 110 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-3-phong-ngu-110m2-nhinh-8-ti-tai-sun-ancora-3-luong-yen-lh-0975997166-pr660289.html,, 2 wc ,,, Sun Grand City Ancora Residence 
1684,6700000000, 90 m,Cần bán căn hộ chung cư,26/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-2pn-view-song-90m2-tai-sun-ancora-3-luong-yen-gia-67-ti-lh-0975997166-2-pr659910.html,, 2 wc ,,, Sun Grand City Ancora Residence 
1685,10500000000, 119 m,Cần bán căn hộ chung cư,26/05/2023,, 3 pn ,,,https://bds123.vn/chu-hq-muon-rut-von-dau-tu-ban-sadora-3pn-spa-re-hon-can-nguoi-vn-ban-3-pr660284.html,, 2 wc ,,, Sadora Apartment 
1686,1800000000, 57 m,Cần bán căn hộ chung cư,30/05/2023,, 1 pn ,,,https://bds123.vn/ban-gap-can-1pn-so-hong-rieng-ho-tro-ngan-hang-gia-chi-188-ty-lh-0932131577-pr597194.html,, 1 wc ,,, Ricca 
1687,900000000, 31 m,Cần bán căn hộ chung cư,15/05/2023,, 1 pn ,,,https://bds123.vn/nhan-ngay-can-studio-tang-trung-view-thoang-chi-910tr-tai-ocean-park-081-260-2680-pr595183.html,, 1 wc ,,, Vinhomes Ocean Park 
1688,2280000000, 57 m,Cần bán căn hộ chung cư,25/05/2023,, 2 pn ,,,https://bds123.vn/tra-truoc-chi-20-khoang-540tr-co-ngay-can-2pn-view-cong-vien-nh-cho-vay-18-thang-ko-lai-suat-pr635364.html,, 1 wc ,,, PiCity High Park 
1689,1200000000, 47 m,Cần bán căn hộ chung cư,25/05/2023,, 1 pn ,,,https://bds123.vn/chinh-chu-ban-gap-can-ho-1pn11vs-47m2-da-co-noi-that-vinhomes-pr589483.html,, 1 wc ,,, Vinhomes Ocean Park 
1690,2600000000, 38 m,Cần bán căn hộ chung cư,29/05/2023,, 1 pn ,,,https://bds123.vn/cap-nhat-chinh-sach-ban-hang-moi-nhat-avatar-thu-duc-pkd-0898113938-pr661870.html,, 1 wc ,,, Avatar Thủ Đức 
1691,2100000000, 53 m,Cần bán căn hộ chung cư,25/05/2023,, 1 pn ,,,https://bds123.vn/can-office-the-sun-ban-nhanh-set-up-san-van-phong-gia-sieu-tot-pr659406.html,, 1 wc ,,, The Sun Avenue 
1692,4250000000, 73 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-avatar-thu-duc-chiet-khau-hap-dan-thanh-toan-45-gia-chi-tu-57-trieu-m2-nh-ho-tro-pr661877.html,, 2 wc ,,, Avatar Thủ Đức 
1693,3000000000, 69 m,Cần bán căn hộ chung cư,29/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-2pn-origami-goc-3ty7-ban-3ty-bao-het-thue-phi-va-so-pr661992.html,, 2 wc ,,, The Origami - Vinhomes Grand Park 
1694,12700000000, 120 m,Cần bán căn hộ chung cư,30/04/2023,, 2 pn ,,,https://bds123.vn/penthouse-ixora-ho-tram-chi-12-ty-full-noi-that-vat-ho-boi-rieng-view-rung-va-bien-pr583236.html,, 3 wc ,,, Ixora Hồ Tràm 
1695,4800000000, 98 m,Cần bán căn hộ chung cư,25/05/2023,, 3 pn ,,,https://bds123.vn/ban-can-3-ngu-goc-98m2-imperia-sky-garden-minh-khai-day-du-do-48-ty-bao-phi-pr659800.html,, 2 wc ,,, Imperia Sky Garden 
1696,4430000000, 82 m,Cần bán căn hộ chung cư,20/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-elysian-chi-tu-5-ky-ngay-hdmb-thanh-toan-moi-nam-thang-10-trong-2-nam-lien-tiep-pr656468.html,, 2 wc ,,, Elysian 
1697,11000000000, 118.2 m,Cần bán căn hộ chung cư,16/05/2023,, 3 pn ,,,https://bds123.vn/ban-can-ho-cao-cap-sadora-3-pn-khu-do-thi-sala-q2-view-sieu-dep-chinh-chu-pr652468.html,, 2 wc ,,, Sadora Apartment 
1698,1370000000, 50 m,Cần bán căn hộ chung cư,28/06/2023,, 2 pn ,,,https://bds123.vn/ban-chung-cu-buu-long-sieu-dep-full-noi-that-cho-de-oto-wifi-day-du-pr662166.html,, 1 wc ,,,Tin miễn phí
1699,2000000000, 65 m,Cần bán căn hộ chung cư,3/6/2023,, 2 pn ,,,https://bds123.vn/cap-nhat-bang-gia-the-calla-quy-nhon-0965268349-pr662098.html,, 2 wc ,,,Tin thường
1700,4000000, 30 m,Cần bán căn hộ chung cư,27/04/2023,, 1 pn ,,,https://bds123.vn/cho-thue-ch-vinhomes-grand-park-studio-1pn-2pn3pn-nha-trong-nt-co-ban-full-nt-gia-tot-nhat-pr640699.html,, 1 wc ,,, The Origami - Vinhomes Grand Park 
1701,1920000000, 59 m,Cần bán căn hộ chung cư,27/04/2023,, 2 pn ,,,https://bds123.vn/chu-can-ban-gap-can-2pn1wc-gia-tot-nhat-thi-truong-vinhomes-q9-pr633573.html,, 1 wc ,,, Vinhomes Grand Park 
1702,15000000000, 107.2 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/can-hiem-2pn-dep-nhat-sarica-sala-vua-moi-duoc-rao-ban-hien-nay-pr657770.html,, 2 wc ,,, Sarica Sala 
1703,6500000000, 85 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/duy-nhat-2-phong-view-noi-khu-feliz-en-vista-san-so-cong-chung-ngay-65-ty-0945-822-716-pr660975.html,, 2 wc ,,, Feliz En Vista 
1704,2800000000, 72 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/chuyen-chuyen-nhuong-ch-jamila-2pn-28-ty-3pn-36-ty-anh-chi-can-can-dep-gia-tot-lh-o93182o448-pr657988.html,, 2 wc ,,, Jamila Khang Điền 
1705,4300000000, 88 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/chuyen-nhuong-can-ho-88m2-gia-43-ti-tai-green-pearl-378-minh-khai-lh-0975997166-pr657751.html,, 2 wc ,,, Green Pearl 378 Minh Khai 
1706,2400000000, 46 m,Cần bán căn hộ chung cư,18/05/2023,, 1 pn ,,,https://bds123.vn/chung-cu-cao-cap-nam-tu-liem-1n1-46m-toa-b-masteri-west-height-gia-24-ty-pr654590.html,, 1 wc ,,, Masteri West Heights 
1707,1450000000, 51 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/ban-lo-can-ho-bcons-sala-gia-1450-ty-sap-nhan-nha-pr658124.html,, 2 wc ,,, Bcons Sala 
1708,1561424000, 59 m,Cần bán căn hộ chung cư,28/04/2023,, 2 pn ,,,https://bds123.vn/can-ban-can-ho-592m2-gia-156142400-vnd-pr641624.html,, 2 wc ,,, The Ori Garden 
1709,3950000000, 76 m,Cần bán căn hộ chung cư,23/05/2023,, 2 pn ,,,https://bds123.vn/tin-that-can-ban-gap-can-2pn-the-sun-avenue-dien-tich-76m2view-song-huong-dong-nam-gia-3950-ty-pr639274.html,, 2 wc ,,, The Sun Avenue 
1710,1870000000, 56 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/chu-nha-di-dinh-cu-can-ban-nhanh-can-2pn1wc-full-het-noi-that-moi-tinh-gia-1ty87-bao-full-pr658786.html,, 1 wc ,,, Saigon Gateway 
1711,2550000000, 66 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/can-tien-ban-lo-can-2pn-66m2-safira-view-ngoai-gia-2550-ty-bao-thue-phi-lh-0931820448-pr438448.html,, 2 wc ,,, Safira Khang Điền 
1712,1350000000, 33 m,Cần bán căn hộ chung cư,23/05/2023,, 1 pn ,,,https://bds123.vn/can-ho-1-phong-ngu-view-dep-nhat-sky-oasis-ecopark-ban-cong-dong-nam-gia-1ty350-so-huu-lau-dai-pr658418.html,, 1 wc ,,, Sky Oasis Ecopark 
1713,2300000000, 57 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/can-ho-2pn-chiet-khau-16-tang-2-chi-vang-an-han-goc-lai-18-thang-nhanh-tay-alo-em-0938103610-pr632906.html,, 1 wc ,,, PiCity High Park 
1714,2850000000, 70 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/can-2pn-2wc-jamila-khang-dien-view-truc-dien-ho-boi-full-noi-that-gia-285-ty-da-co-so-hong-pr658797.html,, 2 wc ,,, Jamila Khang Điền 
1715,2200000000, 73 m,Cần bán căn hộ chung cư,19/05/2023,, 2 pn ,,,https://bds123.vn/ban-chung-cu-avatar-thu-duc-chiet-khau-hap-dan-can-2pn-73m2-gia-chi-tu-198-trieu-lh-0902738588-pr655403.html,, 2 wc ,,, Avatar Thủ Đức 
1716,2600000000, 67 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/can-ban-can-2pn-2wc-safira-khang-dien-67m2-tang-cao-view-ngoai-cuc-thoang-re-nhat-thi-truong-pr487847.html,, 2 wc ,,, Safira Khang Điền 
1717,4000000, 30 m,Cần bán căn hộ chung cư,29/05/2023,,0 pn,,,https://bds123.vn/can-ho-cao-cap-full-noi-that-ban-cong-cua-so-ngay-phan-van-hon-cau-tham-luong-kcn-tan-binh-pr651736.html,,0 wc,,,Tin thường
1718,4000000000, 80 m,Cần bán căn hộ chung cư,24/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-2-ngu-80m2-park-hill-kdt-times-city-day-du-do-4-ty-bao-phi-pr658867.html,, 2 wc ,,, Vinhomes Times City - Park Hill 
1719,1900000000, 52 m,Cần bán căn hộ chung cư,19/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-ho-bcons-polaris-chi-tu-190-trieu-ky-hdmb-lien-tay-chiet-khau-chi-tu-75-lh-0932-405-pr655407.html,, 2 wc ,,, Bcons Polaris 
1720,1700000000, 52 m,Cần bán căn hộ chung cư,22/05/2023,, 2 pn ,,,https://bds123.vn/so-huu-ngay-can-ho-ba-ria-vung-tau-chi-tu-439-trieu-ngay-mt-quoc-lo-51-pr657034.html,, 1 wc ,,, Tumys Homes Phú Mỹ 
1721,2200000000, 60 m,Cần bán căn hộ chung cư,22/05/2023,, 2 pn ,,,https://bds123.vn/lo-ban-2pn2wc-toa-sa-vinhomes-smart-tang-thap-view-noi-khu-mat-o-hay-kinh-doanh-deu-duoc-22-ti-pr648533.html,, 2 wc ,,, Vinhomes Smart City 
1722,2500000000, 75 m,Cần bán căn hộ chung cư,27/05/2023,, 2 pn ,,,https://bds123.vn/so-huu-can-ho-san-vuon-tai-quy-nhon-chi-voi-400-trieu-20-0965268349-pr657265.html,, 2 wc ,,,Tin thường
1723,2200000000, 62 m,Cần bán căn hộ chung cư,22/05/2023,, 2 pn ,,,https://bds123.vn/ban-can-62m2-q-binh-tan-so-hong-san-thanh-toan-700tr-o-ngay-pr657331.html,, 1 wc ,,, Hoàng Kim Thế Gia (The Golden Dynasty) 
1724,1680000000, 64 m,Cần bán căn hộ chung cư,13/05/2023,,0 pn,,,https://bds123.vn/ban-2-can-gia-tot-thi-truong-64m2-2pn-2wc-1-ty-680-1-ty-750-so-hong-chinh-chu-block-moi-pr650501.html,,0 wc,,, EHome 3 
1725,2200000000, 60 m,Cần bán căn hộ chung cư,22/05/2023,, 2 pn ,,,https://bds123.vn/gap-ban-2pn1wc-vinhomes-smart-tang-trung-full-do-dep-o-ngay-22-ti-pr649292.html,, 1 wc ,,, Vinhomes Smart City 
